,ra,dec,redshift,plate,fiberid,PCA_1,PCA_2,PCA_3,class
50,0.5992095584924284,0.06441561887392555,0.000724074875750451,0.4303781925343811,0.6636636636636637,0.5665329427914174,0.23178450761133274,0.42407186628002996,2
51,0.5998938145453585,0.06527484202873043,0.0051301435052788094,0.0009823182711198447,0.22822822822822822,0.5509419064179701,0.22027811178692483,0.42624849294499295,0
52,0.5999154279058708,0.06557457663272374,0.023847800413937234,0.0009823182711198447,0.22022022022022023,0.5293443693209101,0.18115101076742152,0.47853007504343503,0
53,0.600090458287006,0.06558502258560082,0.02207986134311016,0.0009823182711198447,0.18518518518518517,0.48399411098375295,0.131403204327121,0.4811327185651931,0
54,0.6004538949036726,0.06457158969466571,0.0009194341400943519,0.43799115913555986,0.09709709709709709,0.5976011531754484,0.21710094970485364,0.419078770256755,2
55,0.6008295860574748,0.06710873992828363,0.025603757379708977,0.0009823182711198447,0.1971971971971972,0.46027472573830336,0.13387881880962327,0.4610087544083631,0
56,0.6008331415791662,0.06469592742471324,0.014713865993090403,0.0009823182711198447,0.1831831831831832,0.5448277172498345,0.18624728330938417,0.4767323201493888,0
57,0.6012647565017879,0.0661928911558803,0.0007918725003656118,0.0009823182711198447,0.16316316316316315,0.5004216125596347,0.2393125723697878,0.4352102306747255,2
58,0.6011665804853271,0.06445057867871529,0.01699544543277521,0.0009823182711198447,0.16216216216216214,0.4972512223672252,0.1527142709902746,0.4827205277108318,0
59,0.6015946117840597,0.06695217405768551,0.025694500362230796,0.0011051080550098236,0.3003003003003003,0.49674012685261254,0.13480504026010504,0.45348399726435284,0
60,0.6016782134467721,0.06496647643547576,0.02634317644214197,0.0011051080550098236,0.2902902902902903,0.400930525782541,0.08380693866235944,0.45371445163899554,0
61,0.6022103598249712,0.06659998738260821,0.0264107017631547,0.0011051080550098236,0.31331331331331336,0.401203335334816,0.0866549806721939,0.45676326824165625,0
62,0.6022170517102252,0.06487567570135418,0.025901294324867916,0.0011051080550098236,0.2802802802802803,0.6545668731641451,0.22441488738323756,0.5371610793959279,1
63,0.6024115739338648,0.064581096978678,0.02544392132411112,0.0011051080550098236,0.2992992992992993,0.5783051581649981,0.19665767135438644,0.4987381452777779,0
64,0.6024499302669999,0.06468839216912607,0.007569097256547775,0.0009823182711198447,0.14314314314314314,0.4345775335469173,0.24745264425172048,0.4563515304655615,0
65,0.6024889151394254,0.0644653454627201,0.026593307551100693,0.0009823182711198447,0.15315315315315314,0.4645743843671548,0.14862814143445513,0.4944855413023815,0
66,0.60329918777881,0.06686554444870203,0.0007998529182793308,0.2815569744597249,0.3103103103103103,0.32832119126064263,0.239416943337241,0.4226168694256499,2
67,0.6033674543494135,0.06523974394847074,0.0008161125601845505,0.2815569744597249,0.31931931931931934,0.29562528511839037,0.24671158966778625,0.4233560285554592,2
68,0.6035319103881789,0.06456686626575507,0.000750631289242936,0.2815569744597249,0.2842842842842843,0.5023572249128812,0.279645859766486,0.43506711824113875,2
69,0.6035847532062195,0.06575446736475249,0.000806747667889205,0.2815569744597249,0.31331331331331336,0.5077007889950085,0.19691775278507198,0.41791878725480325,2
70,0.6039083365529775,0.06577170278929874,0.0009270007834456463,0.2827848722986247,0.3123123123123123,0.6143370690484375,0.2619775871073743,0.3330080261224152,2
71,0.6039262653591733,0.06526838617943609,0.0007576494060092209,0.26068271119842823,0.31131131131131135,0.4270687350510489,0.28502551515941643,0.44290087930111843,2
72,0.6039407193880197,0.06574769335472117,0.0007630058922255435,0.2815569744597249,0.3123123123123123,0.20437958984594629,0.33048527437789116,0.4451294324717211,2
73,0.6034704983789304,0.06678683271335188,0.016808011341748513,0.0011051080550098236,0.2602602602602603,0.526342321768037,0.17207890638201337,0.46734652342522964,0
74,0.6040530925554936,0.06432951226870798,0.0009026231720468668,0.2815569744597249,0.2992992992992993,0.42869341771668384,0.3136126222142678,0.4520018563908561,2
75,0.6044075752579106,0.0670868140677705,0.008071214647740152,0.0011051080550098236,0.2622622622622623,0.2668224151460425,0.2300910457368443,0.49788263709241587,0
76,0.6044001578609944,0.06711268092797712,0.008084141136776475,0.0009823182711198447,0.06406406406406406,0.5390985023821757,0.1760488163769138,0.4015766775494405,0
77,0.6041055704407724,0.0670937350377613,0.024539179073858674,0.0011051080550098236,0.26626626626626626,0.533955212295874,0.16293715560942318,0.47321896187463075,0
78,0.6041724350679459,0.06491078250668511,0.004326580986998237,0.0009823182711198447,0.06906906906906907,0.5175045504153353,0.20204155815844077,0.4395249045694122,0
79,0.6046177690084177,0.06594740728625982,0.011887936907821948,0.0011051080550098236,0.2642642642642643,0.35963193018358003,0.14274633861422684,0.4439820533327015,0
80,0.6046334761577891,0.0663389635118177,0.0007833306779035061,0.0011051080550098236,0.2672672672672673,0.5291188058228228,0.22594259352530963,0.413228737573007,2
81,0.6046430692980802,0.06646791377444417,0.011993377565937328,0.0009823182711198447,0.06806806806806806,0.34818166273121387,0.2158745822592834,0.49895172523416476,0
82,0.6046855412178287,0.06498037690783441,0.0007369983785923688,0.2815569744597249,0.3003003003003003,0.3606252230322651,0.3109224916512452,0.450467612409684,2
83,0.6048987854420835,0.06612004510330097,0.0007626886090698729,0.2815569744597249,0.2642642642642643,0.2287969642108979,0.33521643317884997,0.4439238960636568,2
84,0.6050083681800877,0.06452757125037911,0.0009397591124094648,0.2827848722986247,0.26126126126126126,0.5726982988641083,0.22776153032560195,0.42017980846942976,2
85,0.6050272524609984,0.0666971866375716,0.0007573134591385109,0.2815569744597249,0.26626626626626626,0.34767712285891555,0.25062590018203296,0.41432192358381337,2
86,0.6051081630414464,0.06502544106205348,0.0007920994511404915,0.26068271119842823,0.2672672672672673,0.38033244252821874,0.2630012502088715,0.42942021795980684,2
87,0.6046168000763125,0.06521835133184586,0.01227776592385097,0.0011051080550098236,0.2502502502502503,0.45376402383807957,0.09418002011412419,0.435822286270317,0
88,0.6046447384102892,0.06485393910048694,0.012087939144556213,0.0009823182711198447,0.025025025025025023,0.3057869282169322,0.16885515713541854,0.4377386820564048,0
89,0.6046392204844403,0.06485484244972228,0.012095888020791515,0.0011051080550098236,0.2542542542542543,0.31417945995943686,0.1384931283869304,0.4730005747457205,0
90,0.6049066255593788,0.06625704767329393,0.012043560562935405,0.0009823182711198447,0.03303303303303303,0.40975855609753764,0.16000189999374137,0.46692098553440037,0
91,0.6051805392615793,0.06510357649630338,0.0008559510064848611,0.2815569744597249,0.2602602602602603,0.28798936745615156,0.3511295752288409,0.46130333277285496,2
92,0.6053667879607931,0.0666383752340665,0.0008020992830214792,0.2815569744597249,0.2682682682682683,0.30930072391422536,0.30313871472320497,0.44605073116737903,2
93,0.605486180344751,0.06694982006052187,0.0007510904166329065,0.2815569744597249,0.2762762762762763,0.26196581746563785,0.3848282823834184,0.4625315047741158,2
94,0.6055486649871715,0.06644809825840783,0.0008946128921890847,0.2815569744597249,0.2782782782782783,0.4323237884239265,0.21082878190724896,0.4393847353770457,2
95,0.6056631933161292,0.06561666176355246,0.0007183774034603576,0.2815569744597249,0.2272272272272272,0.37901184403293764,0.31101364950752863,0.45210240227661164,2
96,0.6052166007138542,0.06693358511081011,0.016604864269030097,0.0009823182711198447,0.02702702702702703,0.5008392984767541,0.13934804967309253,0.5041283909236353,0
97,0.6053019443170057,0.0669352103819082,0.01670892381223256,0.0011051080550098236,0.2752752752752753,0.4680385773182266,0.16059751109937814,0.48995101944575187,0
98,0.6053394666877446,0.06600059216863652,0.022445464857017972,0.0011051080550098236,0.2692692692692693,0.44277253195750305,0.15849394267816153,0.4768811743670626,0
99,0.604944087767667,0.06073585877016648,0.007993711704667325,0.0011051080550098236,0.2102102102102102,0.5100272821368345,0.1890250368666467,0.4750688116026432,0
100,0.604748885550009,0.05979382242017078,0.00572835476609481,0.0011051080550098236,0.24424424424424424,0.4576862390546436,0.19519124014175884,0.4215524669687462,0
101,0.6054203741017479,0.05896536456994297,0.0009379315614328018,0.2815569744597249,0.2552552552552553,0.5524031775015206,0.2476732354375309,0.441333556512634,2
102,0.6055972639775848,0.06143912633590594,0.00084406669929634,0.2815569744597249,0.2972972972972973,0.36392334407069016,0.25622727814961904,0.4540723642182718,2
103,0.6056337426089606,0.05985081934704089,0.0008062833146590234,0.2815569744597249,0.2592592592592593,0.45004999027562226,0.20447409930056215,0.41157531972351,2
104,0.6057342356713951,0.05932999195208939,0.0007793739703151423,0.2815569744597249,0.25825825825825827,0.24826858570246985,0.30101563519611774,0.4415928999659405,2
105,0.6058517143352841,0.059768174701288104,0.0008401717686047569,0.26068271119842823,0.24224224224224222,0.49729797182015234,0.20146886708622563,0.4308567158099128,2
106,0.6058693375795579,0.05865778707381995,0.1816852707505144,0.4322200392927308,0.5935935935935936,0.4886089775704831,0.3421678821708056,0.5162354120574811,1
107,0.6058696150392824,0.060332893546776255,0.0008060233291085239,0.2815569744597249,0.24324324324324323,0.5255627088064894,0.2655388278174887,0.4391330245300569,2
108,0.606040082573478,0.06073073121489456,0.0008164905004140994,0.26068271119842823,0.24324324324324323,0.4135049541057204,0.25494800427625014,0.43874367521611324,2
109,0.6060710318006425,0.05901420527317187,0.3914316837971569,0.0011051080550098236,0.21421421421421422,0.615545701893397,0.3098083789802994,0.5274121975579881,1
110,0.6063367661801498,0.05940554936451728,0.0008384840088537394,0.2815569744597249,0.25125125125125125,0.5296987633706743,0.2440730851461225,0.4542199370410667,2
111,0.6063963531297835,0.059629427901629,0.0008339993047669095,0.2815569744597249,0.2092092092092092,0.3969875676914001,0.3087972064403398,0.46358980855627924,2
112,0.6065802693466052,0.06091824452085899,0.016863287666580854,0.0011051080550098236,0.12812812812812813,0.4522358315414833,0.09829240673167089,0.4275003459899845,0
113,0.6068855918062702,0.05904408649130651,0.01336038457665841,0.0011051080550098236,0.12112112112112111,0.5759945280532003,0.17161394483050701,0.499070554566751,0
114,0.6069409903410604,0.06123237265166258,0.0008263130270022123,0.2815569744597249,0.2102102102102102,0.4341374024983441,0.23044659833509878,0.42231741766955444,2
115,0.607345002572853,0.06096442720215539,0.0007836479610591767,0.26068271119842823,0.2112112112112112,0.3945508669905005,0.25069779768752665,0.4189936451111626,2
116,0.6073963535995929,0.060317191137536155,0.0009578231622846987,0.2815569744597249,0.2122122122122122,0.45130845519131996,0.2712136534633677,0.4443216059471262,2
117,0.607165913205305,0.061235969423623325,0.0288983510133331,0.0011051080550098236,0.13713713713713713,0.5539546879989496,0.18056861865506205,0.4842525400572327,0
118,0.6075727712793508,0.05907063416408674,0.0009017713600924663,0.2815569744597249,0.12212212212212212,0.3575251124812998,0.2900319806301427,0.47433940285546783,2
119,0.6075876341753806,0.059459291379892,0.0007815949524048371,0.4322200392927308,0.7487487487487487,0.5417463922787914,0.3293159467363441,0.8690664424979626,2
120,0.6075875039553387,0.06136772942973101,0.0007827334390222437,0.26313850687622786,0.22922922922922923,0.5853591521984395,0.4359532928258474,0.4401754896324266,2
121,0.6075845140398475,0.05955718456885397,0.008202562408701795,0.0011051080550098236,0.13513513513513511,0.5138833764915791,0.2569102179084891,0.49624019332114455,0
122,0.6078630242324635,0.059001530003722685,0.0007460105266734687,0.26068271119842823,0.12812812812812813,0.510259865274224,0.1769625518830765,0.4239496856512125,2
123,0.6081412494450487,0.06036820238146972,0.0007867461377557257,0.26068271119842823,0.13613613613613612,0.31231826634730553,0.2562285486585291,0.4168523508549663,2
124,0.608354690384686,0.05995420243198485,0.0007901242701778664,0.2815569744597249,0.12012012012012012,0.3383970119028084,0.2726881909314499,0.4267474885845576,2
125,0.6081522706519392,0.06003572209816577,0.010386293589549272,0.0011051080550098236,0.08008008008008008,0.5353856364270431,0.2307890399732899,0.4561081468790666,0
126,0.6087972889126664,0.061440716652610125,0.0008733829163317087,0.2815569744597249,0.13113113113113112,0.25634366585554247,0.2698339086502761,0.46014263669545813,2
127,0.608932054781876,0.06007290793240776,0.0008813778919431585,0.4381139489194498,0.04904904904904905,0.5967394356086301,0.21884776335628642,0.4389880345382732,2
128,0.6090002817719196,0.06043912571242182,0.000793940439991983,0.2815569744597249,0.13213213213213212,0.44040694455458207,0.2511727316795521,0.4359629498587815,2
129,0.6090852161120822,0.0597845698000205,0.3258337646365459,0.0011051080550098236,0.05005005005005005,0.5717932785275229,0.3357154688106981,0.5038189490926621,1
130,0.6092486208911778,0.05872076466501975,0.0007815949524048371,0.2815569744597249,0.08308308308308307,0.28629095659776893,0.34585177953299207,0.45747827316320305,2
131,0.6093131542233762,0.059188651547225225,0.0008213077919029322,0.26068271119842823,0.08508508508508508,0.4396934892728763,0.2843344884613098,0.4412633844344532,2
132,0.6094006628831514,0.05908660752398848,0.0007718362557221592,0.26068271119842823,0.08708708708708708,0.530608356958333,0.2475293743470619,0.4335642029505511,2
133,0.6094998964921714,0.05945065676532972,0.0008232559104787502,0.2815569744597249,0.08708708708708708,0.3149108974839695,0.3396101437418739,0.4672984299251488,2
134,0.6095860008336831,0.06038683331690497,0.0006867982109764556,0.26068271119842823,0.08908908908908908,0.35584703869830764,0.2633745515446153,0.4501357482897662,2
135,0.6098198170539207,0.05923378717939218,0.3752726393159999,0.0011051080550098236,0.007007007007007007,0.6606739178347053,0.27084452580280893,0.55706681847428,1
136,0.6094183696424065,0.05945588206845392,0.0056519417839802875,0.0011051080550098236,0.04004004004004004,0.37894491194888674,0.2609816051259339,0.4826240096615543,0
137,0.609755839036977,0.06052201383500729,0.007872057877297174,0.0012278978388998024,0.28628628628628633,0.37050117466199817,0.14616763098944316,0.4618268693388874,0
138,0.6099309560995383,0.05926820053770525,0.0008444823402302686,0.2815569744597249,0.08908908908908908,0.4342740090648308,0.2285868552289208,0.4272283748948474,2
139,0.6099764005193316,0.06135587863216781,0.0008025757676664364,0.26068271119842823,0.09209209209209208,0.46417014344415175,0.13354698833303233,0.3748112700761256,2
140,0.610233091532524,0.05962757679322208,0.0008329263277892915,0.2815569744597249,0.08608608608608607,0.3561634762636675,0.2815938518872511,0.44657595188869353,2
141,0.6102185456767786,0.060541364690273415,0.007932039324690963,0.0012278978388998024,0.2812812812812813,0.43201219652664813,0.2213384347086042,0.47603777717934465,0
142,0.6105591411439661,0.05877750193647548,0.0007865408368902917,0.26068271119842823,0.05205205205205205,0.46532546320645707,0.16738221842907433,0.3967910711583015,2
143,0.6109406949702935,0.061016243465800625,0.0007817629258401921,0.26068271119842823,0.057057057057057055,0.33746150008619547,0.29668035942249127,0.43795743922883373,2
144,0.6109306767347895,0.06099156582603918,0.020828477913429982,0.0012278978388998024,0.2992992992992993,0.3516146376558912,0.1186173767644968,0.43910186196355583,0
145,0.610979017264147,0.05940838183376543,0.000764928254874607,0.26068271119842823,0.042042042042042045,0.3824516447427785,0.24150871929284295,0.4474903577981713,2
146,0.6110285471893282,0.060761501429860566,0.0007631552019458591,0.26068271119842823,0.05405405405405406,0.32475728067196097,0.2924402533459862,0.4356218590137382,2
147,0.6107757299255284,0.05925711247369454,0.02028698754899038,0.0011051080550098236,0.006006006006006006,0.5272165041952721,0.1531891455265491,0.4706179979456486,0
148,0.6112516699297107,0.06062525723764811,0.0008210409007778681,0.2815569744597249,0.057057057057057055,0.2772256224408084,0.35918981909132763,0.4561604842208602,2
149,0.8331473199425268,0.07900916623773811,0.000770881979972192,0.0050343811394891955,0.3903903903903904,0.30382649663208194,0.31767026471085136,0.46219384490780924,2
150,0.8335549957509392,0.07924748839303804,0.006290281898502613,0.004911591355599217,0.5985985985985987,0.2648439305010186,0.3021768258752267,0.5250936811446004,0
151,0.8345488869613354,0.08060692460252336,0.0007765557493441852,0.004911591355599217,0.6246246246246246,0.5080989887379436,0.24677595017640525,0.4470455442328113,2
152,0.8349986657986784,0.08130653406378585,0.021247142369194956,0.0050343811394891955,0.42542542542542544,0.5219708439010625,0.14259460185816192,0.4625719720880178,0
153,0.834764126837418,0.07866810371735375,0.014249917765525208,0.0050343811394891955,0.42442442442442446,0.3540004625053005,0.08735503251452775,0.37628943239383017,0
154,0.8352103727139886,0.08045173924110262,0.007252765950344113,0.0331532416502947,0.2082082082082082,0.5405797483621118,0.21996304178098894,0.45897147283062173,0
155,0.8364427743990208,0.08022055557384834,0.0007669812635289466,0.0050343811394891955,0.46046046046046046,0.5134422355961186,0.20971124723133197,0.4190125226569832,2
156,0.8365227465243947,0.07919503987961875,0.23555177587620757,0.0050343811394891955,0.4664664664664665,0.605514890879282,0.32094073939570417,0.506409345715211,1
157,0.8365238381562354,0.08087288214262307,0.000785103730832254,0.0050343811394891955,0.4614614614614615,0.4036667214688402,0.2764876193704727,0.4413120017339713,2
158,0.8365491230094797,0.07972295665872665,0.0007203439991140647,0.4615667976424361,0.91991991991992,0.5655201278558516,0.2358397471678294,0.42970160758327924,2
159,0.8368362055597484,0.08051320989751926,0.0007000828567043867,0.0050343811394891955,0.4674674674674675,0.6293205833101513,0.2452570118005301,0.41849722264120903,2
160,0.8368521145699749,0.07877837463054507,0.3686783755182609,0.0050343811394891955,0.46346346346346345,0.658146239221731,0.27163002139418824,0.4858157067069826,1
161,0.8373056559353373,0.07969256937293337,0.006978771415335943,0.0050343811394891955,0.4864864864864865,0.33794181772303267,0.3001002194697897,0.48066884701888823,0
162,0.8379347964544801,0.07999789152607026,0.022517973389946242,0.0050343811394891955,0.5075075075075075,0.46627464115373335,0.1762416253179513,0.49390246404673827,0
163,0.8386618383009982,0.08071329281164391,0.007710396510368454,0.0050343811394891955,0.5405405405405406,0.2569489343361086,0.27912530775924016,0.5029510379153561,0
164,0.8388803946321907,0.0810177602730357,0.0008195901702078515,0.4611984282907662,0.5535535535535536,0.5212856362677766,0.253803431332153,0.4409023180188858,2
165,0.8388957566390801,0.07909887287498181,0.021155596846926448,0.0050343811394891955,0.5815815815815816,0.4573502838860781,0.09704281201779469,0.43427569980931396,0
166,0.8391572202761793,0.08040881497485734,0.02106675756333866,0.0050343811394891955,0.5895895895895896,0.4179977569994176,0.0991857550095579,0.4366745929987604,0
167,0.8405492685661494,0.08118475248200968,0.0007587878926266275,0.005157170923379174,0.32932932932932935,0.3323263855140872,0.17337091573657615,0.390341860453701,2
168,0.8408814278328103,0.08090666860795001,0.0007711787330413192,0.3276031434184675,0.3503503503503504,0.45847656547107446,0.14054279366035097,0.41736249242835627,2
169,0.8408851242612949,0.07895511072852499,0.0007623153347690838,0.3276031434184675,0.34134134134134136,0.5701408075405817,0.327652174536956,0.44297189189939457,2
170,0.8409943998541547,0.07905281464431382,0.0007284011248965958,0.324533398821218,0.34234234234234234,0.4955490043501562,0.1746875943445097,0.4048424183707711,2
171,0.8410442689847337,0.07960596566861874,0.0007469946643674989,0.324533398821218,0.34134134134134136,0.445088471015314,0.20534827809637768,0.41363873254342653,2
172,0.8412511118450439,0.08041197235493634,0.0007382977464334154,0.3276031434184675,0.35235235235235235,0.5100320348950661,0.18321280794025238,0.42340662709719074,2
173,0.8413652028088151,0.08078357784614468,0.000743769201134381,0.3276031434184675,0.3433433433433434,0.4327597264573132,0.09480022439226077,0.37402729136052215,2
174,0.8413841603137615,0.08136307375634173,0.0007467744325300335,0.324533398821218,0.33233233233233234,0.5260885084673371,0.1674461960626356,0.4015722724116813,2
175,0.8418168621185567,0.07976259320991415,0.0007865035094602129,0.3276031434184675,0.3843843843843844,0.4522712647136237,0.1663330461722367,0.42670561038585797,2
176,0.8421857070229214,0.07908176048070353,0.000674498822765457,0.324533398821218,0.3873873873873874,0.5319901122375761,0.2572707954107509,0.4498506687943048,2
177,0.8421802587588577,0.08008993711818424,0.0007256974991359809,0.4611984282907662,0.7557557557557558,0.5999841762857848,0.22299692337125174,0.4300808911720545,2
178,0.8423005864314449,0.08044893049863731,0.0007812403418190876,0.0050343811394891955,0.6256256256256256,0.5001149426835931,0.23533109921056808,0.43075060230600415,2
179,0.8423891966182008,0.08076103021947022,0.0007547192027480271,0.324533398821218,0.33733733733733734,0.36797941039440296,0.24109751735789342,0.4275786304008828,2
180,0.8426607639848133,0.07872322202140628,0.0007905721993388133,0.3276031434184675,0.42342342342342343,0.4266867005077366,0.25482533053187145,0.42571847423277126,2
